Name	Class	Joined	Job	TicketCost	Age	Gender	Survived	Department
"PANULA, Mr Ernesti Arvid"	3rd Class Passenger	Southampton	General Labourer	39.6875	16	Male	False	
"PANULA, Master Juha Niilo"	3rd Class Passenger	Southampton		39.6875	7	Male	False	
"PANULA, Master Urho Abraham"	3rd Class Passenger	Southampton		39.6875	2	Male	False	
"PANULA, Master Eino Viljam"	3rd Class Passenger	Southampton		39.6875	1	Male	False	
"PASIC, Mr Jakob"	3rd Class Passenger	Southampton	Farmer	8.6625	21	Male	False	
"PATCHETT, Mr George"	3rd Class Passenger	Southampton	Shoemaker	14.5	19	Male	False	
"PAVLOVIC, Mr Stefo"	3rd Class Passenger	Southampton	General Labourer	7.895833333	32	Male	False	
"P�LSSON, Mrs Alma Cornelia"	3rd Class Passenger	Southampton	Housewife	21.075	29	Female	False	
"P�LSSON, Master G�sta Leonard"	3rd Class Passenger	Southampton		21.075	2	Male	False	
"P�LSSON, Master Paul Folke"	3rd Class Passenger	Southampton		21.075	6	Male	False	
"P�LSSON, Miss Stina Viola"	3rd Class Passenger	Southampton		21.075	3	Female	False	
"P�LSSON, Miss Torborg Danira"	3rd Class Passenger	Southampton		21.075	8	Female	False	
"PEACOCK, Mrs Edith"	3rd Class Passenger	Southampton		13.775	26	Female	False	
"PEACOCK, Master Albert Edward"	3rd Class Passenger	Southampton		13.775	0.583333333	Male	False	
"PEACOCK, Miss Treasteall"	3rd Class Passenger	Southampton		13.775	3	Female	False	
"PEARCE, Mr Ernest"	3rd Class Passenger	Southampton	Farmer	7	32	Male	False	
"PEDERSEN, Mr Olaf"	3rd Class Passenger	Southampton	General Labourer	7.775	28	Male	False	
"PEDUZZI, Mr Giuseppe"	3rd Class Passenger	Southampton	Waiter	8.05	24	Male	False	
"PEKONIEMI, Mr Edvard"	3rd Class Passenger	Southampton	General Labourer	7.925	21	Male	False	
"PELTOM�KI, Mr Nikolai Johannes"	3rd Class Passenger	Southampton	General Labourer	7.925	25	Male	False	
"PERKIN, Mr John Henry"	3rd Class Passenger	Southampton	Farmer	7.25	22	Male	False	
"PERSSON, Mr Ernst Ulrik"	3rd Class Passenger	Southampton	Chauffeur	7.775	25	Male	True	
"PETER / JOSEPH, Mrs Catherine"	3rd Class Passenger	Cherbourg		22.35833333	24	Female	True	
"PETER / JOSEPH, Master Michael J. (""Michael Joseph"")"	3rd Class Passenger	Cherbourg		22.35833333	4	Male	True	
"PETER / JOSEPH, Miss Anna (""Mary Joseph"")"	3rd Class Passenger	Cherbourg		22.35833333	2	Female	True	
"PETERS, Miss Catherine"	3rd Class Passenger	Queenstown		8.1375	26	Female	False	
"PETERSEN, Mr Marius"	3rd Class Passenger	Southampton	Dairy Worker	8.05	24	Male	False	
"PETRANEC, Miss Matilda"	3rd Class Passenger	Southampton	Servant	7.895833333	28	Female	False	
"PETROFF, Mr Nedialco"	3rd Class Passenger	Southampton	General Labourer	7.895833333	19	Male	False	
"PETROFF, Mr Pastcho"	3rd Class Passenger	Southampton	General Labourer	7.895833333	29	Male	False	
"PETTERSSON, Mr Johan Emil"	3rd Class Passenger	Southampton	General Labourer	7.775	25	Male	False	
"PETTERSSON, Miss Elin Natalia"	3rd Class Passenger	Southampton		7.775	18	Female	False	
"PICARD, Mr Beno�t"	3rd Class Passenger	Southampton	Leather Worker	8.05	32	Male	True	
"PLOTCHARSKY, Mr Vasil"	3rd Class Passenger	Southampton	General Labourer	7.895833333	27	Male	False	
"POKRNIC, Mr Mate"	3rd Class Passenger	Southampton		8.6625	17	Male	False	
"POKRNIC, Mr Tome"	3rd Class Passenger	Southampton		8.6625	24	Male	False	
"PULNER, Mr Uscher"	3rd Class Passenger	Cherbourg		8.7125	16	Male	False	
"RADEFF, Mr Alexander"	3rd Class Passenger	Southampton	General Labourer	7.895833333	27	Male	False	
"RASMUSSEN, Mrs Lena Jakobsen"	3rd Class Passenger	Southampton		8.1125	63	Female	False	
"RAZI, Mr Raihed"	3rd Class Passenger	Cherbourg		7.229166667	30	Male	False	
"REED, Mr James George"	3rd Class Passenger	Southampton	Butcher	7.25	19	Male	False	
"REKIC, Mr Tido"	3rd Class Passenger	Southampton	General Labourer	7.895833333	38	Male	False	
"REYNOLDS, Mr Harold"	3rd Class Passenger	Southampton	Baker	8.05	21	Male	False	
"RICE, Mrs Margaret"	3rd Class Passenger	Queenstown	Housekeeper	29.125	39	Female	False	
"RICE, Master Albert"	3rd Class Passenger	Queenstown		29.125	10	Male	False	
"RICE, Master George Hugh"	3rd Class Passenger	Queenstown		29.125	8	Male	False	
"RICE, Master Eric"	3rd Class Passenger	Queenstown		29.125	7	Male	False	
"RICE, Master Arthur"	3rd Class Passenger	Queenstown		29.125	4	Male	False	
"RICE, Master Eugene Francis"	3rd Class Passenger	Queenstown		29.125	2	Male	False	
"RIIHIVUORI, Miss Susanna Juhantyt�r"	3rd Class Passenger	Southampton		39.6875	22	Female	False	
"RINTAM�KI, Mr Matti"	3rd Class Passenger	Southampton	General Labourer	7.125	35	Male	False	
"RIORDAN, Miss Hannah"	3rd Class Passenger	Queenstown		7.720833333	18	Female	True	
"RISIEN, Mr Samuel Beard"	3rd Class Passenger	Southampton	Hotelier	14.5	69	Male	False	
"RISIEN, Mrs Emma Jane"	3rd Class Passenger	Southampton		14.5	58	Female	False	
"ROBINS, Mr Alexander A."	3rd Class Passenger	Southampton	Mason	14.5	50	Male	False	
"ROBINS, Mrs Charity"	3rd Class Passenger	Southampton		14.5	47	Female	False	
"ROGERS, Mr William John"	3rd Class Passenger	Southampton	Miner	8.05	29	Male	False	
"ROMMETVEDT, Mr Knud Paust"	3rd Class Passenger	Southampton	Tailor	7.775	49	Male	False	
"ROSBLOM, Mrs Helena Wilhelmina"	3rd Class Passenger	Southampton		20.2125	41	Female	False	
"ROSBLOM, Miss Salli Helena"	3rd Class Passenger	Southampton		20.2125	2	Female	False	
"ROSBLOM, Mr Viktor Richard"	3rd Class Passenger	Southampton	General Labourer	20.2125	18	Male	False	
"ROTH, Miss Sarah"	3rd Class Passenger	Southampton	Tailor	8.05	31	Female	True	
"ROUSE, Mr Richard Henry"	3rd Class Passenger	Southampton	Farm Labourer	8.05	53	Male	False	
"RUSH, Mr Alfred George John"	3rd Class Passenger	Southampton	Porter	8.05	17	Male	False	
"RYAN, Mr Patrick"	3rd Class Passenger	Queenstown	General Labourer	24.15	30	Male	False	
"RYAN, Mr Edward"	3rd Class Passenger	Queenstown	General Labourer	7.75	24	Male	True	
"SAAD, Mr Amin"	3rd Class Passenger	Cherbourg	Farm Labourer	7.229166667	30	Male	False	
"SAAD, Mr Khalil"	3rd Class Passenger	Cherbourg	Farm Labourer	7.225	27	Male	False	
"SADLIER, Mr Matthew"	3rd Class Passenger	Queenstown	Farm Labourer	7.729166667	18	Male	False	
"SADOWITZ, Mr Henry"	3rd Class Passenger	Southampton	Fur Cutter	7.591666667	17	Male	False	
"SAGE, Mr John George"	3rd Class Passenger	Southampton	Tradesman	69.55	44	Male	False	
"SAGE, Mrs Annie Elizabeth"	3rd Class Passenger	Southampton		69.55	44	Female	False	
"SAGE, Miss Stella Anne"	3rd Class Passenger	Southampton	Dressmaker / Couturi?re	69.55	20	Female	False	
"SAGE, Mr George John"	3rd Class Passenger	Southampton	Barman	69.55	19	Male	False	
"SAGE, Mr Douglas Bullen"	3rd Class Passenger	Southampton	Baker	69.55	18	Male	False	
"SAGE, Mr Frederick"	3rd Class Passenger	Southampton	Cook	69.55	16	Male	False	
"SAGE, Miss Dorothy"	3rd Class Passenger	Southampton	Scholar	69.55	14	Female	False	
"SAGE, Master Anthony William"	3rd Class Passenger	Southampton		69.55	12	Male	False	
"SAGE, Miss Elizabeth Ada"	3rd Class Passenger	Southampton		69.55	10	Female	False	
"SAGE, Miss Constance Gladys"	3rd Class Passenger	Southampton		69.55	7	Female	False	
"SAGE, Master Thomas Henry"	3rd Class Passenger	Southampton		69.55	4	Male	False	
"SALANDER, Mr Karl Johan"	3rd Class Passenger	Southampton	General Labourer	9.325	24	Male	False	
"SALKJELSVIK, Miss Anna Kristine"	3rd Class Passenger	Southampton		7.65	21	Female	True	
"SALONEN, Mr Johan Werner"	3rd Class Passenger	Southampton	General Labourer	7.925	29	Male	False	
"SAMAAN, Mr Hanna Elias"	3rd Class Passenger	Cherbourg	General Labourer	21.67916667	40	Male	False	
"SAMAAN, Mr Elias"	3rd Class Passenger	Cherbourg	General Labourer	21.67916667	17	Male	False	
"SAMAAN, Mr Youssef"	3rd Class Passenger	Cherbourg	General Labourer	21.67916667	16	Male	False	
"SANDSTR�M, Mrs Agnes Charlotta"	3rd Class Passenger	Southampton		16.7	24	Female	True	
"SANDSTR�M, Miss Beatrice Irene"	3rd Class Passenger	Southampton		16.7	1	Female	True	
"SANDSTR�M, Miss Marguerite Rut"	3rd Class Passenger	Southampton		16.7	4	Female	True	
"SAP, Mr Julius (""Jules _"")"	3rd Class Passenger	Southampton		9.5	21	Male	True	
"SAUNDERCOCK, Mr William Henry"	3rd Class Passenger	Southampton	Miner	8.05	19	Male	False	
"SAWYER, Mr Frederick Charles"	3rd Class Passenger	Southampton	Gardener	8.05	33	Male	False	
"S�THER, Mr Simon Sivertsen"	3rd Class Passenger	Southampton	Miner	7.25	43	Male	False	
"S�HOLT, Mr Peter Andreas Lauritz Andersen"	3rd Class Passenger	Southampton	Carpenter / Joiner	7.65	19	Male	False	
"SCANLAN, Mr James"	3rd Class Passenger	Queenstown		7.725	22	Male	False	
"SCHEERLINCK, Mr Jean"	3rd Class Passenger	Southampton		9.5	29	Male	True	
"SDYCOFF, Mr Todor"	3rd Class Passenger	Southampton		7.895833333	42	Male	False	
"SEMAN, Master Betros"	3rd Class Passenger	Cherbourg		4.15	10	Male	False	
"SHANNON, Mr Andrew John"	3rd Class Passenger	Southampton	Seaman	0	36	Male	False	
"SHAUGHNESSY, Mr Patrick"	3rd Class Passenger	Queenstown	Farm Labourer	7.75	24	Male	False	
"SHEDID, Mr Daher"	3rd Class Passenger	Cherbourg		7.225	19	Male	False	
"SHELLARD, Mr Frederick William Blainey"	3rd Class Passenger	Southampton	Painter & Decorator	15.1	55	Male	False	
"SHIH?B, Mr Al-Am?r F?ris"	3rd Class Passenger	Cherbourg	General Labourer	7.225	29	Male	False	
"SHINE, Miss Ellen"	3rd Class Passenger	Queenstown		7.829166667	20	Female	True	
"SHORNEY, Mr Charles Joseph"	3rd Class Passenger	Southampton	Valet	8.05	22	Male	False	
"SIMMONS, Mr John"	3rd Class Passenger	Southampton	General Labourer	8.05	40	Male	False	
"SIRAYANIAN, Mr Orsen"	3rd Class Passenger	Cherbourg	Farmer	7.229166667	22	Male	False	
"SIROTA, Mr Morris"	3rd Class Passenger	Southampton	Tailor	8.05	20	Male	False	
"SIVIC, Mr Husein"	3rd Class Passenger	Southampton	General Labourer	7.895833333	40	Male	False	
"SIVOLA, Mr Antti Wilhelm"	3rd Class Passenger	Southampton	General Labourer	7.925	21	Male	False	
"SJ�BLOM, Miss Anna Sofia"	3rd Class Passenger	Southampton		6.495833333	18	Female	True	
"SKOOG, Mr Wilhelm Johansson"	3rd Class Passenger	Southampton	General Labourer	27.9	40	Male	False	
"SKOOG, Mrs Anna Bernhardina"	3rd Class Passenger	Southampton		27.9	43	Female	False	
"SKOOG, Master Karl Thorsten"	3rd Class Passenger	Southampton		27.9	11	Male	False	
"SKOOG, Master Harald"	3rd Class Passenger	Southampton		27.9	5	Male	False	
"SKOOG, Miss Mabel"	3rd Class Passenger	Southampton		27.9	9	Female	False	
"SKOOG, Miss Margit Elizabeth"	3rd Class Passenger	Southampton		27.9	2	Female	False	
"SLABENOFF, Mr Petco"	3rd Class Passenger	Southampton	General Labourer	7.895833333	42	Male	False	
"SLOCOVSKI, Mr Selman Francis"	3rd Class Passenger	Southampton	Merchant	8.05	20	Male	False	
"SMILJANIC, Mr Mile"	3rd Class Passenger	Southampton	Farm Labourer	8.6625	37	Male	False	
"SMYTH, Mr Thomas"	3rd Class Passenger	Queenstown		7.75	26	Male	False	
"SMYTH, Miss Julia"	3rd Class Passenger	Queenstown		7.733333333	17	Female	True	
"SOMERTON, Mr Francis William"	3rd Class Passenger	Southampton		8.05	30	Male	False	
"SPECTOR, Mr Woolf"	3rd Class Passenger	Southampton	General Labourer	8.05	23	Male	False	
"SPINNER, Mr Henry John"	3rd Class Passenger	Southampton	Glove Cutter	8.05	32	Male	False	
"STANEFF, Mr Ivan"	3rd Class Passenger	Southampton	General Labourer	7.895833333	23	Male	False	
"STANKOVIC, Mr Ivan"	3rd Class Passenger	Cherbourg	General Labourer	8.6875	33	Male	False	
"STANLEY, Miss Amy Zillah Elsie"	3rd Class Passenger	Southampton	Servant	7.55	24	Female	True	
"STANLEY, Mr Edward Roland"	3rd Class Passenger	Southampton	Porter	8.05	21	Male	False	
"STOREY, Mr Thomas"	3rd Class Passenger	Southampton	Seaman	0	51	Male	False	
"STOYTCHEFF, Mr Ilia"	3rd Class Passenger	Southampton	General Labourer	7.895833333	19	Male	False	
"STRAND�N, Mr Juho Niilosson"	3rd Class Passenger	Southampton		7.925	31	Male	True	
"STRANDBERG, Miss Ida Sofia"	3rd Class Passenger	Southampton		9.8375	22	Female	False	
"STR�M, Mrs Elna Matilda"	3rd Class Passenger	Southampton		10.4625	29	Female	False	
"STR�M, Miss Telma Matilda"	3rd Class Passenger	Southampton		10.4625	2	Female	False	
"STRILIC, Mr Ivan"	3rd Class Passenger	Southampton	Farmer	8.6625	27	Male	False	
"SUNDERLAND, Mr Victor Francis"	3rd Class Passenger	Southampton	Farmer	8.05	20	Male	True	
"SUNDMAN, Mr Johan Julian"	3rd Class Passenger	Southampton		7.925	44	Male	True	
"SUTEHALL, Mr Henry Jr"	3rd Class Passenger	Southampton	Coach Trimmer	7.05	25	Male	False	
"SVENSSON, Mr Olof"	3rd Class Passenger	Southampton	Farmer	7.795833333	24	Male	False	
"SVENSSON, Mr Johan"	3rd Class Passenger	Southampton		7.775	74	Male	False	
"SVENSSON, Mr Johan Cervin"	3rd Class Passenger	Southampton		9.225	14	Male	True	
"TANN?S, Mr Bash?r"	3rd Class Passenger	Cherbourg	Dealer	6.4375	31	Male	False	
"TANN?S, Mrs Tham?n"	3rd Class Passenger	Cherbourg		8.516666667	16	Female	True	
"TANN?S, Master As'ad"	3rd Class Passenger	Cherbourg		8.516666667	0.416666667	Male	True	
"T�RBER, Mr Ernst Wilhelm"	3rd Class Passenger	Southampton	Florist	8.05	41	Male	False	
"T�RNQUIST, Mr William Henry"	3rd Class Passenger	Southampton	Seaman	0	25	Male	True	
"TENGLIN, Mr Gunnar Isidor"	3rd Class Passenger	Southampton		7.795833333	25	Male	True	
"THEOBALD, Mr Thomas Leonard"	3rd Class Passenger	Southampton	Groom	8.05	34	Male	False	
"THOMAS/TANNOUS, Mr Tannous"	3rd Class Passenger	Cherbourg	Scholar	7.225	16	Male	False	
"THOMAS/TANNOUS, Mr John"	3rd Class Passenger	Cherbourg	Dealer	6.4375	34	Male	False	
"THOMPSON, Mr Alexander Morrison"	3rd Class Passenger	Southampton	Mason	8.05	36	Male	False	
"THORNEYCROFT, Mr Percival"	3rd Class Passenger	Southampton	General Labourer	16.1	36	Male	False	
"THORNEYCROFT, Mrs Florence Kate"	3rd Class Passenger	Southampton		16.1	32	Female	True	
"TIKKANEN, Mr Juho"	3rd Class Passenger	Southampton	General Labourer	7.925	32	Male	False	
"TOBIN, Mr Roger"	3rd Class Passenger	Queenstown	Farmer	7.75	20	Male	False	
"TODOROFF, Mr Lalio"	3rd Class Passenger	Southampton	General Labourer	7.895833333	23	Male	False	
"TOMLIN, Mr Ernest Portage"	3rd Class Passenger	Southampton	Scholar	8.05	22	Male	False	
"TORFA, Mr Assad"	3rd Class Passenger	Cherbourg	Farm Labourer	7.229166667	20	Male	False	
"TOTEVSKI, Mr Hristo Danchev"	3rd Class Passenger	Southampton	General Labourer	7.895833333	25	Male	False	
"TU'MAH, Mrs Hinnah"	3rd Class Passenger	Cherbourg		15.24583333	27	Female	True	
"TU'MAH, Miss Mariyam"	3rd Class Passenger	Cherbourg		15.24583333	9	Female	True	
"TU'MAH, Master Jirjis Y?suf"	3rd Class Passenger	Cherbourg		15.24583333	8	Male	True	
"TURCIN, Mr Stjepan"	3rd Class Passenger	Southampton	General Labourer	7.895833333	36	Male	False	
"TURJA, Miss Anna Sofia"	3rd Class Passenger	Southampton		9.841666667	18	Female	True	
"TURKULA, Mrs Hedwig"	3rd Class Passenger	Southampton		9.5875	63	Female	True	
"VAN BILLIARD, Mr Austin Blyler"	3rd Class Passenger	Southampton		14.5	35	Male	False	
"VAN BILLIARD, Master James William"	3rd Class Passenger	Southampton		14.5	10	Male	False	
"VAN BILLIARD, Master Walter John"	3rd Class Passenger	Southampton		14.5	9	Male	False	
"VAN DE VELDE, Mr Johannes Josef"	3rd Class Passenger	Southampton	Farmer	9.5	35	Male	False	
"VAN DEN STEEN, Mr Leo Peter"	3rd Class Passenger	Southampton	Farmer	9.5	28	Male	False	
"VAN IMPE, Mr Jean Baptiste"	3rd Class Passenger	Southampton	Farmer	24.15	36	Male	False	
"VAN IMPE, Mrs Rosalie Paula"	3rd Class Passenger	Southampton		24.15	30	Female	False	
"VAN IMPE, Miss Catharina"	3rd Class Passenger	Southampton		24.15	10	Female	False	
"VAN MELCKEBEKE, Mr Philemon"	3rd Class Passenger	Southampton	Farmer	9.5	23	Male	False	
"VANDERCRUYSSEN, Mr Victor"	3rd Class Passenger	Southampton	Farmer	9	46	Male	False	
"VANDERPLANCKE, Mr Julius"	3rd Class Passenger	Southampton	Farmer	18	31	Male	False	
"VANDERPLANCKE, Mrs Emelie Maria"	3rd Class Passenger	Southampton		18	31	Female	False	
"VANDERPLANCKE, Miss Augusta Maria"	3rd Class Passenger	Southampton	Servant	18	18	Female	False	
"VANDERPLANCKE, Mr Leo Edmondus"	3rd Class Passenger	Southampton	Farm Labourer	18	15	Male	False	
"VANDEWALLE, Mr Nestor Cyriel"	3rd Class Passenger	Southampton	Merchant	9.5	28	Male	False	
"VARTANIAN, Mr David"	3rd Class Passenger	Cherbourg		7.225	22	Male	True	
"VENDEL, Mr Olof Edvin"	3rd Class Passenger	Southampton	General Labourer	7.854166667	20	Male	False	
"VESTR�M, Miss Hulda Amanda Adolfina"	3rd Class Passenger	Southampton	Servant	7.854166667	14	Female	False	
"VOVK, Mr Janko"	3rd Class Passenger	Southampton	General Labourer	7.895833333	21	Male	False	
"WAELENS, Mr Achille"	3rd Class Passenger	Southampton	Farm Labourer	9	22	Male	False	
"WARE, Mr Frederick"	3rd Class Passenger	Southampton	Motor Fitter	8.05	34	Male	False	
"WARREN, Mr Charles William"	3rd Class Passenger	Southampton	Bricklayer	7.55	30	Male	False	
"WAZLI, Mr Yousif Ahmed"	3rd Class Passenger	Cherbourg	Farmer	7.225	23	Male	False	
"WEBBER, Mr James"	3rd Class Passenger	Southampton	Miner	8.05	66	Male	False	
"WENNERSTR�M, Mr August"	3rd Class Passenger	Southampton		7.795833333	27	Male	True	
"WIDEGREN, Mr Carl Peter"	3rd Class Passenger	Southampton	General Labourer	7.75	51	Male	False	
"WIKLUND, Mr Karl Johan"	3rd Class Passenger	Southampton	General Labourer	6.495833333	21	Male	False	
"WIKLUND, Mr Jakob Alfred"	3rd Class Passenger	Southampton	General Labourer	6.495833333	18	Male	False	
"WILKES, Mrs Ellen"	3rd Class Passenger	Southampton		7	47	Female	True	
"WILLER, Mr Aaron"	3rd Class Passenger	Cherbourg		8.7125	37	Male	False	
"WILLEY, Mr Edward John"	3rd Class Passenger	Southampton	Farm Labourer	7.55	18	Male	False	
"WILLIAMS, Mr Howard Hugh"	3rd Class Passenger	Southampton	Carman	8.05	28	Male	False	
"WILLIAMS, Mr Leslie"	3rd Class Passenger	Southampton	Pugilist	16.1	28	Male	False	
"WINDEL�V, Mr Einar"	3rd Class Passenger	Southampton	Dairy Worker	7.25	21	Male	False	
"WIRZ, Mr Albert"	3rd Class Passenger	Southampton	Farmer	8.6625	27	Male	False	
"WISEMAN, Mr Philippe"	3rd Class Passenger	Southampton	Merchant	7.25	54	Male	False	
"WITTEVRONGEL, Mr Camilius Aloysius"	3rd Class Passenger	Southampton	Farmer	9.5	36	Male	False	
"YASBECK, Mr Antoni"	3rd Class Passenger	Cherbourg	General Labourer	14.45416667	27	Male	False	
"YAZBECK, Mrs Selini"	3rd Class Passenger	Cherbourg		14.45416667	15	Female	True	
"YOUSSEFF (ABI SAAB), Mr Gerios"	3rd Class Passenger	Cherbourg	Shoemaker	7.225	26	Male	False	
"YOUSSIFF (SAM'AAN), Mr Gerios"	3rd Class Passenger	Cherbourg		7.229166667	45	Male	False	
"ZAKARIAN, Mr Ortin"	3rd Class Passenger	Cherbourg	General Labourer	7.225	27	Male	False	
"ZAKARIAN, Mr Mapriededer"	3rd Class Passenger	Cherbourg		7.225	22	Male	False	
"ZENNI, Mr Philip"	3rd Class Passenger	Cherbourg	General Labourer	7.225	22	Male	True	
"ZIMMERMANN, Mr Leo"	3rd Class Passenger	Southampton	Farmer	7.875	29	Male	False	
"ANDERSON, Mr James"	Crew	Southampton	Able Seaman	0	40	Male	True	Deck
"ARCHER, Mr Ernest Edward"	Crew	Southampton	Able Seaman	0	35	Male	True	Deck
"BAILEY, Mr Henry Joseph"	Crew	Southampton	Master-at-arms	0	43	Male	True	Deck
"BOXHALL, Mr Joseph Groves"	Crew	Belfast	4th. Officer	0	28	Male	True	Officer
"BRADLEY, Mr T."	Crew	Southampton	Able Seaman	0	29	Male	False	Deck
"BRICE, Mr Walter Thomas"	Crew	Southampton	Able Seaman	0	42	Male	True	Deck
"BRIGHT, Mr Arthur John"	Crew	Belfast	Quartermaster	0	42	Male	True	Deck
"BULEY, Mr Edward John"	Crew	Southampton	Able Seaman	0	26	Male	True	Deck
"CLENCH, Mr Frederick Charles"	Crew	Southampton	Able Seaman	0	33	Male	True	Deck
"CLENCH, Mr George James"	Crew	Southampton	Able Seaman	0	31	Male	False	Deck
"COUCH, Mr Frank"	Crew	Southampton	Able Seaman	0	28	Male	False	Deck
"DAVIS, Mr Stephen James"	Crew	Southampton	Able Seaman	0	39	Male	False	Deck
"EVANS, Mr Alfred Frank"	Crew	Southampton	Lookout	0	25	Male	True	Deck
"EVANS, Mr Frank Oliver"	Crew	Southampton	Able Seaman	0	27	Male	True	Deck
"FLEET, Mr Frederick"	Crew	Belfast	Lookout	0	24	Male	True	Deck
"FOLEY, Mr John"	Crew	Belfast	Deck storekeeper	0	46	Male	True	Deck
"FORWARD, Mr James"	Crew	Southampton	Able Seaman	0	27	Male	True	Deck
"HAINES, Mr Albert"	Crew	Belfast	Boatswain Mate	0	31	Male	True	Deck
"HARDER, Mr William"	Crew	Southampton	Window Cleaner	0	39	Male	True	Deck
"HEMMING, Mr Samuel Ernest"	Crew	Belfast	Lamp Trimmer	0	43	Male	True	Deck
"HICHENS, Mr Robert"	Crew	Southampton	Quartermaster	0	29	Male	True	Deck
"HOGG, Mr George Alfred"	Crew	Belfast	Lookout	0	29	Male	True	Deck
"HOLMAN, Mr Harry"	Crew	Belfast	Able Seaman	0	28	Male	False	Deck
"HOPKINS, Mr Robert John"	Crew	Southampton	Able Seaman	0	40	Male	True	Deck
"HORSWILL, Mr Albert Edward James"	Crew	Southampton	Able Seaman	0	33	Male	True	Deck
"HUMPHREYS, Mr Sidney James"	Crew	Southampton	Quartermaster	0	48	Male	True	Deck
"HUTCHINSON, Mr John Hall"	Crew	Belfast	Carpenter / Joiner	0	26	Male	False	Deck
"JEWELL, Mr Archie"	Crew	Belfast	Lookout	0	23	Male	True	Deck
"JONES, Mr Thomas William"	Crew	Southampton	Able Seaman	0	32	Male	True	Deck
"KING, Mr Thomas Walter"	Crew	Southampton	Master-at-arms	0	42	Male	False	Deck
"LEE, Mr Reginald Robinson"	Crew	Southampton	Lookout	0	41	Male	True	Deck
"LIGHTOLLER, Mr Charles Herbert"	Crew	Belfast	2nd. Officer	0	38	Male	True	Officer
"LOWE, Mr Harold Godfrey"	Crew	Belfast	5th. Officer	0	29	Male	True	Officer
"LUCAS, Mr William Arthur"	Crew	Southampton	Able Seaman	0	25	Male	True	Deck
"LYONS, Mr William Henry"	Crew	Southampton	Able Seaman	0	25	Male	False	Deck
"MATHERSON, Mr David"	Crew	Southampton	Able Seaman	0	30	Male	False	Deck
"MATHIAS, Mr Montague Vincent"	Crew	Southampton	Mess Steward	0	28	Male	False	Deck
"MAXWELL, Mr John"	Crew	Belfast	Carpenter / Joiner	0	31	Male	False	Deck
"MCCARTHY, Mr William"	Crew	Southampton	Able Seaman	0	47	Male	True	Deck
"MCGOUGH, Mr George Francis 'Paddy'"	Crew	Southampton	Able Seaman	0	36	Male	True	Deck
"MOODY, Mr James Paul"	Crew	Belfast	6th. Officer	0	24	Male	False	Officer
"MOORE, Mr George Alfred"	Crew	Southampton	Able Seaman	0	32	Male	True	Deck
"MURDOCH, Mr William McMaster"	Crew	Belfast	1st. Officer	0	39	Male	False	Officer
"NICHOLS, Mr Alfred William Stanley"	Crew	Belfast	Boatswain	0	47	Male	False	Deck
"O'LOUGHLIN, Dr William Francis Norman"	Crew	Belfast	Surgeon	0	62	Male	False	Deck
"OLLIVER, Mr Alfred John"	Crew	Belfast	Quartermaster	0	27	Male	True	Deck
"OSMAN, Mr Frank"	Crew	Southampton	Able Seaman	0	27	Male	True	Deck
"PASCOE, Mr Charles H."	Crew	Southampton	Able Seaman	0	43	Male	True	Deck
"PERKIS, Mr Walter John"	Crew	Belfast	Quartermaster	0	37	Male	True	Deck
"PETERS, Mr William Chapman"	Crew	Southampton	Able Seaman	0	26	Male	True	Deck
"PITMAN, Mr Herbert John"	Crew	Belfast	3rd. Officer	0	34	Male	True	Officer
"POINGDESTRE, Mr John Thomas"	Crew	Southampton	Able Seaman	0	33	Male	True	Deck
"ROWE, Mr George Thomas"	Crew	Belfast	Quartermaster	0	32	Male	True	Deck
"SAWYER, Mr Robert James"	Crew	Southampton	Window Cleaner	0	31	Male	False	Deck
"SCARROTT, Mr Joseph George"	Crew	Southampton	Able Seaman	0	33	Male	True	Deck
"SIMPSON, Dr John Edward"	Crew	Southampton	Assistant Surgeon	0	37	Male	False	Deck
"SMITH, Captain Edward John"	Crew	Southampton	Master	0	62	Male	False	Officer
"SMITH, Mr William"	Crew	Southampton	Seaman	0	26	Male	False	Deck
"SYMONS, Mr George Thomas Macdonald"	Crew	Southampton	Lookout	0	24	Male	True	Deck
"TAMLYN, Mr Frederick"	Crew	Southampton	Mess Steward (Deck Dept.)	0	23	Male	False	Deck
"TAYLOR, Mr Charles William Frederick"	Crew	Southampton	Able-bodied Seaman	0	35	Male	False	Deck
"TERRELL, Mr Bertram"	Crew	Southampton	Seaman	0	18	Male	False	Deck
"VIGOTT, Mr Philip Francis"	Crew	Southampton	Able Seaman	0	32	Male	True	Deck
"WELLER, Mr William Clifford"	Crew	Belfast	Able-bodied Seaman	0	30	Male	True	Deck
"WILDE, Mr Henry Tingle"	Crew	Southampton	Chief Officer	0	39	Male	False	Officer
"WYNN, Mr Walter"	Crew	Belfast	Quartermaster	0	41	Male	True	Deck
"ABRAMS, Mr William Thomas"	Crew	Southampton	Fireman	0	33	Male	False	Engineering
"ADAMS, Mr Robert John"	Crew	Southampton	Fireman	0	26	Male	False	Engineering
"ALLEN, Mr Henry"	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"ALLEN, Mr Ernest Frederick"	Crew	Southampton	Trimmer	0	24	Male	True	Engineering
"ALLSOP, Mr Alfred Samuel"	Crew	Belfast	2nd Electrician	0	35	Male	False	Engineering
"AVERY, Mr James Albert"	Crew	Southampton	Trimmer	0	22	Male	True	Engineering
