Id	Longitude	Latitude	GeoName	StateAbb	State	County	TotalPop	MedAge	Education	Unemployment	Income	MedHomeValue	Obama	Zipcodes	Winner	RealZip	ElectoralFraction	ZipNumbers
13118	-99.47324300000001	40.368379	Atlanta village	NE	Nebraska	Phelps County	124	43.8	18.6	6.6	19751	91667	0.2009	68923	Romney	68923	0.000180491	68923.0
13119	-99.37548199999999	40.439204	Holdrege city	NE	Nebraska	Phelps County	5266	41.9	25.9	4.6	23593	89527	0.2009	68949	Romney	68949	0.007665038000000001	68949.0
13120	-99.507724	40.478353000000006	Loomis village	NE	Nebraska	Phelps County	379	43.6	18.7	6.0	19729	93500	0.2009	68958	Romney	68958	0.000551661	68958.0
13121	-97.527986	42.199047	Pierce city	NE	Nebraska	Pierce County	1754	39.8	14.7	4.9	18394	84224	0.1857	68767	Romney	68767	0.002553072	68767.0
13122	-97.598484	42.358571000000005	Osmond city	NE	Nebraska	Pierce County	737	43.3	16.0	3.7	19994	68800	0.1857	68765	Romney	68765	0.001072756	68765.0
13123	-97.787237	42.353426	Plainview city	NE	Nebraska	Pierce County	1272	44.0	13.7	4.7	17641	64886	0.1857	68769	Romney	68769	0.0018514870000000002	68769.0
13124	-97.450962	42.107213	Hadar village	NE	Nebraska	Pierce County	298	36.2	12.6	3.5	18607	105769	0.1857	68701	Romney	68701	0.00043376	68701.0
13125	-97.46813399999999	42.386162	McLean village	NE	Nebraska	Pierce County	35	30.0	9.5	5.0	18371	118750	0.1857	68747	Romney	68747	5.0900000000000004e-05	68747.0
13126	-97.665124	42.274751	Foster village	NE	Nebraska	Pierce County	58	36.5	10.8	3.3	17064	112500	0.1857	68737	Romney	68737	8.44e-05	68737.0
13127	-97.566935	41.680137	Cornlea village	NE	Nebraska	Platte County	41	35.0	12.0	5.3	17655	118750	0.2337	68642	Romney	68642	5.9699999999999994e-05	68642.0
13128	-97.599875	41.474101	Monroe village	NE	Nebraska	Platte County	298	41.4	7.5	4.4	21383	90000	0.2337	68647	Romney	68647	0.00043376	68647.0
13129	-97.50250799999999	41.614761	Tarnov village	NE	Nebraska	Platte County	64	35.0	15.4	3.6	17378	121875	0.2337	68653	Romney	68653	9.32e-05	68653.0
13130	-97.487336	41.688697999999995	Humphrey city	NE	Nebraska	Platte County	794	35.2	13.7	3.7	17494	118396	0.2337	68642	Romney	68642	0.001155724	68642.0
13131	-97.35624	41.434857	Columbus city	NE	Nebraska	Platte County	21288	37.0	21.8	4.5	23000	112131	0.2337	68601	Romney	68601	0.030986200000000002	68601.0
13132	-97.493289	41.389783	Duncan village	NE	Nebraska	Platte County	448	44.8	21.8	2.8	22733	108796	0.2337	68634	Romney	68634	0.000652096	68634.0
13133	-97.488443	41.537389000000005	Platte Center village	NE	Nebraska	Platte County	358	38.8	6.9	3.2	18590	99583	0.2337	68653	Romney	68653	0.000521095	68653.0
13134	-97.36269399999999	41.707919	Creston village	NE	Nebraska	Platte County	206	41.1	16.7	3.2	15022	99375	0.2337	68631	Romney	68631	0.00029984799999999997	68631.0
13135	-97.69417	41.700499	Lindsay village	NE	Nebraska	Platte County	259	44.0	12.0	2.8	17142	110156	0.2337	68644	Romney	68644	0.00037699300000000005	68644.0
13136	-97.783435	41.07547	Polk village	NE	Nebraska	Polk County	305	47.3	14.4	3.8	20199	57500	0.2149	68654	Romney	68654	0.000443949	68654.0
13137	-97.592902	41.114915	Stromsburg city	NE	Nebraska	Polk County	1186	46.4	17.8	3.8	19383	78000	0.2149	68666	Romney	68666	0.001726307	68666.0
13138	-97.42663	41.193836	Shelby village	NE	Nebraska	Polk County	696	39.2	11.9	2.6	21210	93333	0.2149	68662	Romney	68662	0.001013078	68662.0
13139	-97.54939	41.178131	Osceola city	NE	Nebraska	Polk County	884	45.9	14.9	3.0	21014	83143	0.2149	68651	Romney	68651	0.001286725	68651.0
13140	-100.405259	40.03763	Danbury village	NE	Nebraska	Red Willow County	106	46.4	12.2	3.3	17221	52500	0.1929	69026	Romney	69026	0.000154291	69026.0
13141	-100.27594599999999	40.048796	Lebanon village	NE	Nebraska	Red Willow County	58	48.0	12.5	3.0	17346	50000	0.1929	69036	Romney	69036	8.44e-05	69036.0
13142	-100.309765	40.252404	Bartley village	NE	Nebraska	Red Willow County	330	42.9	14.7	4.4	15112	55909	0.1929	69020	Romney	69020	0.00048033900000000004	69020.0
13143	-100.41971099999999	40.234614	Indianola city	NE	Nebraska	Red Willow County	597	42.6	14.8	4.3	15105	55238	0.1929	69034	Romney	69034	0.000868976	69034.0
13144	-100.621585	40.204685999999995	McCook city	NE	Nebraska	Red Willow County	7645	41.3	18.6	4.3	20358	82592	0.1929	69001	Romney	69001	0.011127841999999999	69001.0
13145	-95.773333	40.232385	Stella village	NE	Nebraska	Richardson County	186	43.6	21.1	8.8	17947	45000	0.3185	68442	Romney	68442	0.000270736	68442.0
13146	-95.711157	40.14907	Verdon village	NE	Nebraska	Richardson County	189	43.4	20.8	8.7	17903	44286	0.3185	68457	Romney	68457	0.000275103	68457.0
13147	-95.829848	40.130697999999995	Dawson village	NE	Nebraska	Richardson County	172	46.3	14.6	3.9	15656	46000	0.3185	68337	Romney	68337	0.000250358	68337.0
13148	-95.577924	40.218521	Barada village	NE	Nebraska	Richardson County	23	38.8	25.0	0.0	17864	112500	0.3185	683HH	Romney	683HH	3.35e-05	0.0
13149	-95.518114	40.034665000000004	Preston village	NE	Nebraska	Richardson County	43	38.8	10.3	4.8	16302	112500	0.3185	68431	Romney	68431	6.26e-05	68431.0
13150	-95.944263	40.165843	Humboldt city	NE	Nebraska	Richardson County	911	48.1	18.5	7.5	17337	49688	0.3185	68376	Romney	68376	0.001326025	68376.0
13151	-95.599476	40.066133	Falls City	NE	Nebraska	Richardson County	4422	44.1	14.7	8.4	18757	60772	0.3185	68355	Romney	68355	0.006436536	68355.0
13152	-95.729231	40.076816	Salem village	NE	Nebraska	Richardson County	114	46.9	14.3	4.4	15601	45000	0.3185	68433	Romney	68433	0.000165935	68433.0
13153	-95.68355799999999	40.235963	Shubert village	NE	Nebraska	Richardson County	213	42.8	20.4	8.7	17955	45000	0.3185	68437	Romney	68437	0.000310037	68437.0
13154	-95.430589	40.051828	Rulo village	NE	Nebraska	Richardson County	187	44.3	24.2	4.0	17706	98333	0.3185	68431	Romney	68431	0.000272192	68431.0
13155	-99.32829	42.600072	Newport village	NE	Nebraska	Rock County	85	46.4	13.1	0.0	14896	55000	0.1305	68759	Romney	68759	0.000123724	68759.0
13156	-99.53669000000001	42.582515	Bassett city	NE	Nebraska	Rock County	671	49.8	12.7	2.6	18448	56154	0.1305	68714	Romney	68714	0.000976688	68714.0
13157	-97.199168	40.393487	Western village	NE	Nebraska	Saline County	261	45.0	15.1	3.1	20443	53750	0.4617	68464	Romney	68464	0.00037990400000000003	68464.0
13158	-97.33661	40.41853	Tobias village	NE	Nebraska	Saline County	144	45.0	14.6	3.4	20395	53750	0.4617	68453	Romney	68453	0.000209602	68453.0
13159	-97.114796	40.647574	Dorchester village	NE	Nebraska	Saline County	585	41.8	9.9	6.4	19325	95000	0.4617	68343	Romney	68343	0.000851509	68343.0
13160	-96.960171	40.625673	Crete city	NE	Nebraska	Saline County	6173	32.4	20.5	5.2	20161	109514	0.4617	68333	Romney	68333	0.008985241	68333.0
13161	-96.962683	40.481113	Wilber city	NE	Nebraska	Saline County	1827	40.7	16.5	3.1	21040	92097	0.4617	68465	Romney	68465	0.002659329	68465.0
13162	-97.284098	40.650643	Friend city	NE	Nebraska	Saline County	1072	46.1	17.5	4.5	19496	98846	0.4617	68359	Romney	68359	0.0015603720000000002	68359.0
13163	-96.922214	40.395337	De Witt village	NE	Nebraska	Saline County	544	42.7	17.2	2.7	20537	88158	0.4617	68341	Romney	68341	0.0007918310000000001	68341.0
13164	-97.079753	40.379587	Swanton village	NE	Nebraska	Saline County	120	45.0	11.4	4.9	18689	112500	0.4617	68445	Romney	68445	0.00017466900000000002	68445.0
13165	-96.132328	41.083658	Springfield city	NE	Nebraska	Sarpy County	1854	35.7	21.0	5.5	24187	125684	0.3731	68059	Romney	68059	0.002698629	68059.0
13166	-96.242069	41.141129	Gretna city	NE	Nebraska	Sarpy County	2557	36.3	30.5	4.8	26242	137888	0.3731	68028	Romney	68028	0.0037218959999999997	68028.0
13167	-95.937253	41.159273	Bellevue city	NE	Nebraska	Sarpy County	46985	35.3	28.7	7.7	28048	132388	0.3731	68147	Romney	68147	0.068390014	68147.0
13168	-96.049317	41.182790000000004	La Vista city	NE	Nebraska	Sarpy County	13718	31.4	24.2	5.5	27320	127306	0.3731	68128	Romney	68128	0.019967526	68128.0
13169	-96.041256	41.156442999999996	Papillion city	NE	Nebraska	Sarpy County	17763	35.2	41.8	5.1	31814	180209	0.3731	68046	Romney	68046	0.025855312000000002	68046.0
13170	-95.90805999999999	41.119147999999996	Offutt AFB CDP	NE	Nebraska	Sarpy County	9122	21.4	27.3	10.8	16375	117411	0.3731	68113	Romney	68113	0.013277721000000001	68113.0
13171	-96.134339	41.181915000000004	Chalco CDP	NE	Nebraska	Sarpy County	12288	29.2	39.1	6.4	28969	156338	0.3731	68138	Romney	68138	0.017886059	68138.0
13172	-96.80855799999999	41.310196999999995	Prague village	NE	Nebraska	Saunders County	340	44.0	11.3	3.8	15785	90000	0.3207	68050	Romney	68050	0.0004948940000000001	68050.0
13173	-96.645752	41.057956	Ceresco village	NE	Nebraska	Saunders County	884	38.6	22.0	2.5	20658	117819	0.3207	68017	Romney	68017	0.001286725	68017.0
13174	-96.371217	41.040378999999994	Ashland city	NE	Nebraska	Saunders County	2362	39.6	17.5	6.2	23785	102109	0.3207	68003	Romney	68003	0.0034380590000000003	68003.0
13175	-96.832737	41.07983	Valparaiso village	NE	Nebraska	Saunders County	598	41.1	13.2	7.7	20477	85000	0.3207	68065	Romney	68065	0.000870432	68065.0
13176	-96.606948	41.29801	Colon village	NE	Nebraska	Saunders County	152	41.1	22.3	5.5	22100	120833	0.3207	68018	Romney	68018	0.00022124700000000002	68018.0
13177	-96.429158	41.329738	Leshara village	NE	Nebraska	Saunders County	122	41.9	21.7	5.1	22154	120833	0.3207	68035	Romney	68035	0.00017758	68035.0
13178	-96.488817	41.228683000000004	Mead village	NE	Nebraska	Saunders County	648	39.2	23.4	3.1	20548	104630	0.3207	68041	Romney	68041	0.00094321	68041.0
13179	-96.62091099999999	41.214603000000004	Wahoo city	NE	Nebraska	Saunders County	4029	40.4	24.7	4.4	21322	96992	0.3207	68066	Romney	68066	0.005864497	68066.0
13180	-96.741099	41.191843	Weston village	NE	Nebraska	Saunders County	329	40.9	13.1	7.3	20491	84167	0.3207	68070	Romney	68070	0.00047888300000000004	68070.0
13181	-96.539565	41.159296999999995	Ithaca village	NE	Nebraska	Saunders County	193	39.6	23.0	3.1	20545	103125	0.3207	68033	Romney	68033	0.000280925	68033.0
13182	-96.433115	41.094564	Memphis village	NE	Nebraska	Saunders County	114	45.8	16.3	3.3	23483	142500	0.3207	68042	Romney	68042	0.000165935	68042.0
13183	-96.396561	41.243127	Yutan city	NE	Nebraska	Saunders County	1358	32.5	16.5	4.9	23520	99389	0.3207	68073	Romney	68073	0.001976666	68073.0
13184	-96.720929	41.266453999999996	Malmo village	NE	Nebraska	Saunders County	116	43.1	9.2	3.7	19347	118750	0.3207	68040	Romney	68040	0.00016884599999999998	68040.0
13185	-96.766475	41.430925	Morse Bluff village	NE	Nebraska	Saunders County	132	44.2	12.2	3.3	15752	88333	0.3207	68648	Romney	68648	0.000192135	68648.0
13186	-96.609714	41.397040000000004	Cedar Bluffs village	NE	Nebraska	Saunders County	578	44.2	11.2	8.1	18938	72500	0.3207	68015	Romney	68015	0.00084132	68015.0
13187	-103.51700500000001	41.781996	Melbeta village	NE	Nebraska	Scotts Bluff County	124	44.7	23.7	5.2	22367	112500	0.3029	69355	Romney	69355	0.000180491	69355.0
13188	-103.667088	41.828924	Gering city	NE	Nebraska	Scotts Bluff County	7835	42.5	23.1	5.4	23542	101641	0.3029	69341	Romney	69341	0.011404401000000002	69341.0
13189	-103.92440400000001	41.963885	Morrill village	NE	Nebraska	Scotts Bluff County	906	48.3	15.6	4.8	19517	71364	0.3029	69358	Romney	69358	0.0013187479999999998	69358.0
13190	-103.661621	41.866849	Scottsbluff city	NE	Nebraska	Scotts Bluff County	14606	36.5	19.7	8.6	21274	97061	0.3029	69361	Romney	69361	0.021260072999999997	69361.0
13191	-103.502094	41.811279	Minatare city	NE	Nebraska	Scotts Bluff County	782	33.0	9.3	9.9	12442	43269	0.3029	69355	Romney	69355	0.001138257	69355.0
13192	-104.04610699999999	41.997927000000004	Henry village	NE	Nebraska	Scotts Bluff County	168	40.6	23.9	6.4	20292	128125	0.3029	69349	Romney	69349	0.000244536	69349.0
13193	-103.80995	41.942685	Mitchell city	NE	Nebraska	Scotts Bluff County	1918	38.6	18.1	8.2	18859	88462	0.3029	69357	Romney	69357	0.0027917859999999997	69357.0
13194	-103.670063	41.847914	Terrytown village	NE	Nebraska	Scotts Bluff County	629	29.2	7.8	10.8	11379	32500	0.3029	69361	Romney	69361	0.000915554	69361.0
13195	-103.41748299999999	41.747724	McGrew village	NE	Nebraska	Scotts Bluff County	93	45.0	22.9	5.2	22258	110000	0.3029	69355	Romney	69355	0.000135368	69355.0
13196	-104.037477	41.917707	Lyman village	NE	Nebraska	Scotts Bluff County	391	37.3	8.3	11.2	14574	43750	0.3029	69349	Romney	69349	0.000569128	69349.0
13197	-97.09458199999999	40.91301	Seward city	NE	Nebraska	Seward County	6675	33.2	34.0	4.0	24029	112839	0.3151	68434	Romney	68434	0.009715938	68434.0
13198	-96.933048	40.79163	Pleasant Dale village	NE	Nebraska	Seward County	248	42.8	21.5	3.8	23950	132143	0.3151	68423	Romney	68423	0.000360982	68423.0
13199	-97.28244000000001	40.778115	Beaver Crossing village	NE	Nebraska	Seward County	444	40.8	18.5	7.1	18059	80588	0.3151	68313	Romney	68313	0.0006462740000000001	68313.0
13200	-97.35166	40.716282	Cordova village	NE	Nebraska	Seward County	123	40.3	19.0	6.5	18118	75000	0.3151	68330	Romney	68330	0.000179035	68330.0
13201	-97.058238	41.006409000000005	Bee village	NE	Nebraska	Seward County	217	40.8	14.7	3.5	19284	75000	0.3151	68314	Romney	68314	0.00031585900000000004	68314.0
13202	-97.219571	40.832587	Goehner village	NE	Nebraska	Seward County	185	44.5	17.8	2.2	21106	90625	0.3151	68364	Romney	68364	0.000269281	68364.0
13203	-97.345271	40.895654	Utica village	NE	Nebraska	Seward County	840	44.0	18.3	2.2	21089	90676	0.3151	68456	Romney	68456	0.00122268	68456.0
13204	-97.172887	40.974517	Staplehurst village	NE	Nebraska	Seward County	263	41.0	14.4	3.6	19261	80000	0.3151	68439	Romney	68439	0.000382815	68439.0
13205	-97.052757	40.772534	Milford city	NE	Nebraska	Seward County	2160	31.2	21.7	6.3	23401	105288	0.3151	68405	Romney	68405	0.0031440340000000004	68405.0
13206	-96.985315	40.944619	Garland village	NE	Nebraska	Seward County	261	43.9	31.9	4.7	26684	152273	0.3151	68360	Romney	68360	0.00037990400000000003	68360.0
13207	-102.466876	42.713115	Rushville city	NE	Nebraska	Sheridan County	839	42.4	18.4	6.4	16355	51522	0.1578	69360	Romney	69360	0.001221224	69360.0
13208	-102.565281	42.993442	Pine Ridge CDP	NE	Nebraska	Sheridan County	14	45.0	0.0	0.0	29464	25000	0.1578	69365	Romney	69365	2.0399999999999998e-05	69365.0
13209	-102.20382	42.806513	Gordon city	NE	Nebraska	Sheridan County	1679	43.5	22.2	4.1	18259	63974	0.1578	69360	Romney	69360	0.0024439039999999998	69360.0
13210	-102.348015	42.759597	Clinton village	NE	Nebraska	Sheridan County	25	43.8	21.1	0.0	18892	85000	0.1578	69360	Romney	69360	3.64e-05	69360.0
13211	-102.68974399999999	42.683186	Hay Springs village	NE	Nebraska	Sheridan County	562	50.1	24.0	6.0	17926	37667	0.1578	69347	Romney	69347	0.0008180310000000001	69347.0
13212	-98.83110400000001	41.118454	Rockville village	NE	Nebraska	Sherman County	108	45.9	9.1	2.7	17584	65000	0.3608	68871	Romney	68871	0.000157202	68871.0
13213	-99.07728900000001	41.091547999999996	Hazard village	NE	Nebraska	Sherman County	62	45.0	11.1	2.4	15987	91667	0.3608	68844	Romney	68844	9.02e-05	68844.0
13214	-98.967928	41.277089000000004	Loup City	NE	Nebraska	Sherman County	918	46.2	15.7	5.3	16179	54881	0.3608	68853	Romney	68853	0.0013362139999999998	68853.0
13215	-98.795309	41.247739	Ashton village	NE	Nebraska	Sherman County	231	45.6	9.5	3.2	17556	65000	0.3608	68817	Romney	68817	0.00033623699999999997	68817.0
13216	-99.152985	41.155958	Litchfield village	NE	Nebraska	Sherman County	257	46.1	18.6	1.2	17008	55000	0.3608	68852	Romney	68852	0.000374082	68852.0
13217	-103.88250699999999	42.688094	Harrison village	NE	Nebraska	Sioux County	248	50.0	22.1	2.9	18207	63333	0.1367	69346	Romney	69346	0.000360982	69346.0
13218	-97.054864	42.007352000000004	Pilger village	NE	Nebraska	Stanton County	373	44.3	13.8	3.6	16981	86250	0.2322	68768	Romney	68768	0.000542928	68768.0
13219	-97.222757	41.948694	Stanton city	NE	Nebraska	Stanton County	1745	40.7	16.6	5.3	18235	86528	0.2322	68779	Romney	68779	0.002539972	68779.0
13220	-97.72328	40.139515	Deshler city	NE	Nebraska	Thayer County	744	44.8	14.6	2.9	17537	44400	0.2738	68340	Romney	68340	0.001082945	68340.0
13221	-97.768592	40.004866	Byron village	NE	Nebraska	Thayer County	122	44.6	15.3	3.2	17523	43750	0.2738	68325	Romney	68325	0.00017758	68325.0
13222	-97.811483	40.312213	Davenport village	NE	Nebraska	Thayer County	278	46.6	21.1	5.0	19744	51250	0.2738	68335	Romney	68335	0.00040464900000000004	68335.0
13223	-97.587743	40.167809999999996	Hebron city	NE	Nebraska	Thayer County	1478	48.0	18.4	4.2	19915	69643	0.2738	68370	Romney	68370	0.002151334	68370.0
13224	-97.564687	40.335775	Bruning village	NE	Nebraska	Thayer County	248	43.8	17.2	2.4	19140	50625	0.2738	68322	Romney	68322	0.000360982	68322.0
13225	-97.557686	40.254636	Belvidere village	NE	Nebraska	Thayer County	80	46.9	20.7	4.3	19836	48333	0.2738	68315	Romney	68315	0.000116446	68315.0
13226	-97.41506700000001	40.14609	Gilead village	NE	Nebraska	Thayer County	38	47.5	18.5	5.0	19820	70000	0.2738	68362	Romney	68362	5.5299999999999996e-05	68362.0
13227	-97.387778	40.247565	Alexandria village	NE	Nebraska	Thayer County	179	44.2	17.5	2.2	19093	51000	0.2738	68303	Romney	68303	0.000260547	68303.0
13228	-97.496563	40.008271	Hubbell village	NE	Nebraska	Thayer County	61	51.1	23.4	5.9	19304	40000	0.2738	68375	Romney	68375	8.88e-05	68375.0
13229	-97.674022	40.302987	Carleton village	NE	Nebraska	Thayer County	112	44.1	17.7	3.4	19213	51667	0.2738	68326	Romney	68326	0.000163024	68326.0
13230	-97.618315	40.009696000000005	Chester village	NE	Nebraska	Thayer County	244	49.6	23.1	5.2	19431	45833	0.2738	68327	Romney	68327	0.000355159	68327.0
13231	-100.830962	42.042027000000004	Seneca village	NE	Nebraska	Thomas County	39	46.3	21.4	0.0	21704	47500	0.1029	69161	Romney	69161	5.68e-05	69161.0
13232	-100.264638	41.903514	Halsey village	NE	Nebraska	Thomas County	46	46.7	17.6	3.4	20664	42500	0.1029	69142	Romney	69142	6.7e-05	69142.0
13233	-100.575115	41.978778000000005	Thedford village	NE	Nebraska	Thomas County	162	46.3	20.0	1.9	21602	56000	0.1029	69166	Romney	69166	0.000235803	69166.0
13234	-96.71049000000001	42.110864	Pender village	NE	Nebraska	Thurston County	1140	46.2	16.0	3.5	19399	93333	0.563	68047	Romney	68047	0.001659351	68047.0
13235	-96.512592	42.057382000000004	Rosalie village	NE	Nebraska	Thurston County	193	37.5	9.1	20.7	13043	58333	0.563	68055	Romney	68055	0.000280925	68055.0
13236	-96.472249	42.237199	Winnebago village	NE	Nebraska	Thurston County	792	22.3	7.1	24.8	10944	41154	0.563	68071	Romney	68071	0.001152812	68071.0
13237	-96.49244499999999	42.148982000000004	Walthill village	NE	Nebraska	Thurston County	924	26.4	12.9	18.9	13828	62679	0.563	68067	Romney	68067	0.0013449479999999999	68067.0
13238	-96.366656	42.11607	Macy CDP	NE	Nebraska	Thurston County	930	19.7	10.4	41.2	6945	68571	0.563	68039	Romney	68039	0.001353681	68039.0
13239	-96.70022800000001	42.17694	Thurston village	NE	Nebraska	Thurston County	125	40.8	15.9	2.9	16815	92500	0.563	68062	Romney	68062	0.000181946	68062.0
13240	-99.005325	41.680013	Elyria village	NE	Nebraska	Valley County	49	40.6	18.2	3.4	15321	52500	0.2269	68837	Romney	68837	7.13e-05	68837.0
13241	-98.930242	41.603404	Ord city	NE	Nebraska	Valley County	2199	47.7	20.5	4.0	19178	69262	0.2269	68862	Romney	68862	0.0032008009999999996	68862.0
13242	-99.126042	41.424778	Arcadia village	NE	Nebraska	Valley County	328	40.4	19.3	4.2	15207	53000	0.2269	68815	Romney	68815	0.000477427	68815.0
13243	-98.77243399999999	41.495546999999995	North Loup village	NE	Nebraska	Valley County	314	45.5	18.8	4.7	14178	60000	0.2269	68859	Romney	68859	0.000457049	68859.0
13244	-96.026926	41.456725	Fort Calhoun city	NE	Nebraska	Washington County	897	40.9	22.8	6.0	24463	120192	0.3057	68023	Romney	68023	0.001305647	68023.0
13245	-96.208512	41.397906	Washington village	NE	Nebraska	Washington County	134	40.9	28.4	2.9	25762	190625	0.3057	68068	Romney	68068	0.000195047	68068.0
13246	-96.203551	41.4745	Kennard village	NE	Nebraska	Washington County	387	39.4	15.6	6.9	23250	127083	0.3057	68034	Romney	68034	0.000563306	68034.0
13247	-96.216675	41.673813	Herman village	NE	Nebraska	Washington County	305	43.9	21.2	12.1	21609	98182	0.3057	68029	Romney	68029	0.000443949	68029.0
13248	-96.356349	41.454617	Arlington village	NE	Nebraska	Washington County	1232	39.8	26.1	4.9	23161	104808	0.3057	68002	Romney	68002	0.001793264	68002.0
13249	-96.13670400000001	41.54394	Blair city	NE	Nebraska	Washington County	7921	35.8	28.1	6.0	24144	116210	0.3057	68008	Romney	68008	0.01152958	68008.0
13250	-97.30431	42.112581	Hoskins village	NE	Nebraska	Wayne County	261	39.5	13.6	4.2	18476	101563	0.2917	68740	Romney	68740	0.00037990400000000003	68740.0
13251	-97.190904	42.275760999999996	Carroll village	NE	Nebraska	Wayne County	237	42.9	17.0	3.6	17603	86000	0.2917	68723	Romney	68723	0.00034497	68723.0
13252	-97.01495600000001	42.237297	Wayne city	NE	Nebraska	Wayne County	5401	27.3	44.3	5.4	19126	104823	0.2917	68787	Romney	68787	0.00786154	68787.0
13253	-97.17535500000001	42.177426000000004	Winside village	NE	Nebraska	Wayne County	420	40.4	19.4	4.7	17458	80000	0.2917	68790	Romney	68790	0.00061134	68790.0
13254	-97.29468299999999	42.334823	Sholes village	NE	Nebraska	Wayne County	24	36.3	18.8	0.0	17496	85000	0.2917	68771	Romney	68771	3.4899999999999995e-05	68771.0
13255	-98.448347	40.332991	Blue Hill city	NE	Nebraska	Webster County	902	48.1	14.7	6.3	20188	84355	0.2537	68930	Romney	68930	0.001312925	68930.0
13256	-98.595878	40.323454999999996	Bladen village	NE	Nebraska	Webster County	256	41.3	20.4	3.6	16052	69167	0.2537	68928	Romney	68928	0.000372626	68928.0
13257	-98.329308	40.073383	Guide Rock village	NE	Nebraska	Webster County	214	50.9	17.9	7.5	17848	38333	0.2537	68942	Romney	68942	0.000311492	68942.0
13258	-98.522359	40.086421	Red Cloud city	NE	Nebraska	Webster County	1050	49.2	15.8	6.6	18865	51860	0.2537	68970	Romney	68970	0.00152835	68970.0
13259	-98.44891199999999	40.171462	Cowles village	NE	Nebraska	Webster County	42	40.0	21.4	4.3	16146	65000	0.2537	68970	Romney	68970	6.11e-05	68970.0
13260	-98.678358	41.780105999999996	Ericson village	NE	Nebraska	Wheeler County	96	39.0	16.1	3.6	16243	58333	0.2076	68637	Romney	68637	0.000139735	68637.0
13261	-98.552541	41.883928000000004	Bartlett village	NE	Nebraska	Wheeler County	118	41.3	17.1	4.4	16265	58333	0.2076	68622	Romney	68622	0.000171757	68622.0
13262	-97.461603	40.896868	Waco village	NE	Nebraska	York County	252	43.4	11.0	4.5	18933	81250	0.2161	68460	Romney	68460	0.00036680400000000003	68460.0
13263	-97.607412	41.006112	Benedict village	NE	Nebraska	York County	273	43.3	11.1	4.8	18977	78000	0.2161	68316	Romney	68316	0.000397371	68316.0
13264	-97.747054	40.883613000000004	Bradshaw village	NE	Nebraska	York County	317	41.4	12.3	5.8	19003	117188	0.2161	68319	Romney	68319	0.000461416	68319.0
13265	-97.401039	41.028324	Gresham village	NE	Nebraska	York County	265	43.4	11.0	4.9	18979	79167	0.2161	68367	Romney	68367	0.00038572599999999997	68367.0
13266	-97.595497	40.871528000000005	York city	NE	Nebraska	York County	7907	39.2	20.4	5.9	22554	100309	0.2161	68467	Romney	68467	0.011509202	68467.0
13267	-97.81135	40.779563	Henderson city	NE	Nebraska	York County	969	49.6	17.3	3.8	21414	95000	0.2161	68371	Romney	68371	0.001410449	68371.0
13268	-97.72364300000001	40.724089	Lushton village	NE	Nebraska	York County	33	37.5	10.0	5.6	19617	112500	0.2161	68371	Romney	68371	4.8e-05	68371.0
13269	-97.496673	40.970321000000006	Thayer village	NE	Nebraska	York County	70	42.5	12.2	5.3	18898	80000	0.2161	68460	Romney	68460	0.00010189	68460.0
13270	-97.595024	40.744142	McCool Junction village	NE	Nebraska	York County	380	40.1	10.9	4.7	19895	110526	0.2161	68401	Romney	68401	0.000553117	68401.0
13271	-118.77671699999999	39.474917	Fallon city	NV	Nevada	Churchill County	8136	33.8	18.0	8.2	20995	114871	0.2885	89406	Obama	89406	0.019614264	89406.0
13272	-118.716572	39.415988	Fallon Station CDP	NV	Nevada	Churchill County	1297	22.7	27.3	6.3	18319	137500	0.2885	89406	Obama	89406	0.003126807	89406.0
13273	-115.41291399999999	36.039691	Blue Diamond CDP	NV	Nevada	Clark County	383	46.8	42.6	18.4	33828	210556	0.5642	89004	Obama	89004	0.0009233360000000001	89004.0
13274	-114.928109	35.837826	Boulder City	NV	Nevada	Clark County	15479	52.2	26.1	16.3	31583	176153	0.5642	89005	Obama	89005	0.037316764	89005.0
13275	-114.877632	35.298113	Cal-Nev-Ari CDP	NV	Nevada	Clark County	296	51.3	5.8	18.9	24825	83333	0.5642	89039	Obama	89039	0.000713597	89039.0
13276	-115.629741	35.842617	Sandy Valley CDP	NV	Nevada	Clark County	2081	47.7	21.6	12.2	26898	137723	0.5642	89019	Obama	89019	0.005016874	89019.0
13277	-115.13649699999999	36.07947	Paradise CDP	NV	Nevada	Clark County	225835	36.5	21.8	16.4	25401	148573	0.5642	89119	Obama	89119	0.544442886	89119.0
13278	-115.01676200000001	36.028523	Henderson city	NV	Nevada	Clark County	248775	38.2	28.6	13.1	32494	169001	0.5642	89012	Obama	89012	0.599746625	89012.0
13279	-114.647465	36.770794	Moapa Town CDP	NV	Nevada	Clark County	5527	30.8	18.2	13.3	20821	108618	0.5642	89025	Obama	89025	0.013324488	89025.0
13280	-114.455425	36.609631	Moapa Valley CDP	NV	Nevada	Clark County	8306	39.2	19.9	17.4	20273	122191	0.5642	89021	Obama	89021	0.0200241	89021.0
13281	-114.91566100000001	35.484122	Searchlight CDP	NV	Nevada	Clark County	606	51.3	5.7	18.8	24826	84722	0.5642	89046	Obama	89046	0.001460944	89046.0
13282	-115.129995	36.136677	Winchester CDP	NV	Nevada	Clark County	29943	41.4	19.0	16.7	21665	107072	0.5642	89109	Obama	89109	0.07218656700000001	89109.0
